"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"2:40:00::"	"youngsters"	"careers"	"those"	"in"	"those_youngsters"	"youngsters_careers"	"careers_in"	"for_those_youngsters"	"those_youngsters_careers"	"youngsters_careers_in"	"careers_in_marketing"	"IN"	"DT"	"NNS"	"VB"	"NNS"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"in"	"its"	"third"	"year"	"the"	"program"	"is"	"to"	"provide"	"a"	"laboratory"	"for"	"those"	"youngsters"	"seek"	"careers"	"in"	"marketing"	"and"	"salesmanship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"those"	"information"	"to"	"on"	"to_those"	"those_information"	"information_on"	"services_to_those"	"to_those_information"	"those_information_on"	"information_on_establishment"	"NNS"	"TO"	"DT"	"VB"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_addition"	"the"	"office"	"domestic"	"trade"	"program"	"consultant"	"services"	"to"	"those"	"seek"	"information"	"on"	"establishment"	"of"	"new"	"businesses"	"how"	"and"	"where"	"to"	"apply"	"for"	"financial"	"assistance"	"details"	"on"	"marketing"	"information"	"concerning"	"patents"	"copyrights"	"and"	"trade"	"marks"	"availability"	"of"	"technical"	"reports"	"and"	"subjects"	"of"	"interest"	"to"	"small"	"business"	
"2:40:00::"	"to"	"congressional"	"necessary"	"action"	"necessary_to"	"to_congressional"	"congressional_action"	"it_necessary_to"	"necessary_to_congressional"	"to_congressional_action"	"congressional_action_?"	"PRP"	"JJ"	"TO"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"then"	"with"	"these"	"voluntary"	"barricades"	"and"	"some"	"state"	"bar"	"liquor"	"ads"	"be"	"it"	"necessary"	"to"	"seek"	"congressional"	"action"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"incumbent_richard_salter"	"re-election"	"∅"	"and"	"∅_incumbent_richard_salter"	"incumbent_richard_salter_re-election"	"re-election_and"	"∅_∅_incumbent_richard_salter"	"∅_incumbent_richard_salter_re-election"	"incumbent_richard_salter_re-election_and"	"re-election_and_is"	"ε"	"ε"	"NNP"	"VB"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seek"	"re-election"	"and"	"is"	"oppose"	"by"	"donald_huffman"	"for"	"the"	"five-year"	"term"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"candidates"	"the"	"five"	"place"	"five_candidates"	"candidates_the"	"the_place"	"∅_five_candidates"	"five_candidates_the"	"candidates_the_place"	"the_place_vacate"	"ε"	"CD"	"NNS"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"candidates"	"seek"	"the"	"place"	"vacate"	"by"	"secretary_hugh_g._stout"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"public_affairs_center"	"some"	"'s"	"answers"	"'s_public_affairs_center"	"public_affairs_center_some"	"some_answers"	"wesleyan_university_'s_public_affairs_center"	"'s_public_affairs_center_some"	"public_affairs_center_some_answers"	"some_answers_to"	"NNP"	"POS"	"NNP"	"VB"	"DT"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"recently"	"a"	"group"	"of"	"the"	"at"	"wesleyan_university"	"public_affairs_center"	"seek"	"some"	"answers"	"to"	"these"	"questions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"will"	"to"	"committee"	"find_out"	"committee_will"	"will_to"	"to_find_out"	"'_committee_will"	"committee_will_to"	"will_to_find_out"	"to_find_out_how"	"ε"	"NN"	"MD"	"VB"	"TO"	"VB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"gop"	"task_force"	"will"	"seek"	"to"	"find_out"	"how"	"its"	"party"	"may"	"win"	"support"	"from"	"the"	"ethnic"	"and"	"minority"	"groups"	"in"	"cities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"to"	","	"prevent"	",_and"	"and_to"	"to_prevent"	"foes_,_and"	",_and_to"	"and_to_prevent"	"to_prevent_vindictive"	"NNS"	"ε"	"CC"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"fight"	"hard"	"but"	"they"	"be"	"to"	"former"	"foes"	"and"	"seek"	"to"	"prevent"	"vindictive"	"legislatures"	"from"	"confiscate"	"tory"	"property"	"in"	"violation"	"of"	"the"	"treaty"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"all"	"the"	"∅"	"fruition"	"∅_all"	"all_the"	"the_fruition"	"∅_∅_all"	"∅_all_the"	"all_the_fruition"	"the_fruition_of_that"	"ε"	"ε"	"DT"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seek"	"the"	"fruition"	"of_that"	"nationalism"	"in"	"a"	"federal_government"	"with"	"substantial"	"powers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	","	"new"	"choreographers"	"forms"	"choreographers_,"	",_new"	"new_forms"	"avant-garde_choreographers_,"	"choreographers_,_new"	",_new_forms"	"new_forms_of"	"NN"	"NNS"	"ε"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"avant-garde"	"seek"	"new"	"forms"	"of"	"continuity"	"for"	"their"	"new"	"vocabulary"	"of"	"movements"	"have"	"turn_to"	"similar"	"approaches"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
